,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,mm,day,year,zipcode
4933252,196802022,05/05/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,120,0.0,45-64,M,BLACK,962575.0,167629.0,40.62676108000005,-74.07808553399997,05,05,2019,10305
4933305,196792709,05/05/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200000,M,S,121,0.0,18-24,M,BLACK,947632.0,172419.0,40.639859436000044,-74.13194355399997,05,05,2019,10310
4933315,196803054,05/05/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0.0,25-44,M,BLACK,939216.0,160891.0,40.60817874400004,-74.16219114199998,05,05,2019,10314
4933372,196816948,05/05/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,123,0.0,25-44,M,WHITE,935396.0,131239.0,40.526769683000055,-74.17573457199995,05,05,2019,10312
4933406,196798058,05/05/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,120,0.0,18-24,M,WHITE HISPANIC,949133.0,161508.0,40.60991713200008,-74.12647838699995,05,05,2019,10314
4933533,196795354,05/04/2019,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1704001,F,S,122,11.0,45-64,F,WHITE HISPANIC,957158.0,161671.0,40.61039270400005,-74.09757632899993,05,04,2019,10304
4933539,196768654,05/04/2019,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,S,121,0.0,25-44,F,BLACK,940151.0,162186.0,40.61173795100007,-74.15883220999996,05,04,2019,10314
4933540,196768653,05/04/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,123,0.0,25-44,M,WHITE,935362.0,136326.0,40.54073233600008,-74.17589361699999,05,04,2019,10312
4933548,196768285,05/04/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,122,0.0,25-44,M,WHITE,952643.0,145687.0,40.56650488800005,-74.11376282799995,05,04,2019,10306
4933596,196777499,05/04/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,S,122,0.0,45-64,M,WHITE HISPANIC,955208.0,149020.0,40.57566209000004,-74.10454508699995,05,04,2019,10306
4933664,196778898,05/04/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,121,0.0,65+,M,WHITE HISPANIC,947382.0,167510.0,40.62638424800008,-74.13281753399998,05,04,2019,10310
4933685,196778897,05/04/2019,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,S,120,11.0,25-44,M,WHITE,951643.0,163868.0,40.61640443300007,-74.11744981099997,05,04,2019,10310
4933700,196792338,05/04/2019,707.0,"IMPERSONATION 2, PUBLIC SERVAN",340.0,FRAUDS,PL 1902300,M,S,120,0.0,45-64,M,WHITE HISPANIC,962394.0,166235.0,40.62293439800004,-74.07873307199995,05,04,2019,10305
4933713,196768284,05/04/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0.0,45-64,F,WHITE HISPANIC,936954.0,168017.0,40.62772631700005,-74.17038762399994,05,04,2019,10303
4933752,196764425,05/04/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,122,0.0,25-44,M,WHITE,957512.0,147383.0,40.571176096000045,-74.09624481799993,05,04,2019,10306
4933766,196772132,05/04/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0.0,25-44,F,BLACK,936722.0,172119.0,40.63898417600007,-74.17125230499995,05,04,2019,10303
4933769,196781405,05/04/2019,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,S,120,0.0,25-44,F,WHITE,961016.0,167665.0,40.62685594100003,-74.08370194599996,05,04,2019,10301
4933788,196792133,05/04/2019,505.0,"CONTROLLED SUBSTANCE, POSSESSI",117.0,DANGEROUS DRUGS,PL 2200910,F,S,120,0.0,18-24,M,BLACK,962791.0,163242.0,40.61472020700006,-74.07729344999996,05,04,2019,10305
4933807,196764424,05/04/2019,847.0,"NY STATE LAWS,UNCLASSIFIED FEL",125.0,NYS LAWS-UNCLASSIFIED FELONY,VTL05110FE,F,S,123,0.0,45-64,M,WHITE HISPANIC,914803.0,125922.0,40.51203825400006,-74.249754952,05,04,2019,10307
4933812,196782927,05/04/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,120,0.0,45-64,F,WHITE,962822.0,174282.0,40.645022746000045,-74.077216847,05,04,2019,10301
4933875,196771649,05/04/2019,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,S,121,0.0,18-24,F,BLACK,936722.0,172119.0,40.63898417600007,-74.17125230499995,05,04,2019,10303
4933960,196755452,05/03/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,25-44,M,BLACK,938881.0,167697.0,40.62685806400003,-74.16344337699995,05,03,2019,10303
4934061,196748731,05/03/2019,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,S,121,0.0,45-64,F,BLACK HISPANIC,942018.0,167200.0,40.625509416000064,-74.15213923999994,05,03,2019,10303
4934078,196757343,05/03/2019,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,S,120,0.0,25-44,M,WHITE,962884.0,171652.0,40.63780411200002,-74.07698510099993,05,03,2019,10301
4934115,196760738,05/03/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,120,0.0,45-64,M,WHITE,963109.0,169402.0,40.63162888100004,-74.07616735699997,05,03,2019,10301
4934127,196763905,05/03/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,123,0.0,45-64,M,BLACK,925015.0,141491.0,40.55484617800005,-74.21316576199997,05,03,2019,10309
4934128,196763906,05/03/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200000,M,S,120,0.0,25-44,M,BLACK,951890.0,169273.0,40.63124092200008,-74.11658604499998,05,03,2019,10310
4934188,196748732,05/03/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,18-24,F,WHITE HISPANIC,942825.0,166367.0,40.623226819000074,-74.14922697299994,05,03,2019,10303
4934190,196742933,05/03/2019,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,120,0.0,25-44,F,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,05,03,2019,10301
4934237,196746643,05/03/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,120,0.0,18-24,F,WHITE HISPANIC,962759.0,171706.0,40.63795202800003,-74.07743565999994,05,03,2019,10301
4934255,196760740,05/03/2019,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,S,120,0.0,45-64,M,BLACK,950603.0,170363.0,40.63422794300004,-74.12122819799998,05,03,2019,10310
4934256,196760739,05/03/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,120,0.0,25-44,F,WHITE,963153.0,171088.0,40.63625669700008,-74.07601410699993,05,03,2019,10301
4934371,196757342,05/03/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,25-44,F,WHITE HISPANIC,938676.0,153149.0,40.58692579000007,-74.16408371599994,05,03,2019,10314
4934376,196755451,05/03/2019,750.0,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,S,120,0.0,18-24,M,BLACK,961037.0,174053.0,40.64438969200007,-74.08364826899998,05,03,2019,10301
4934402,196742932,05/03/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,122,0.0,<18,F,WHITE,957645.0,148641.0,40.57462945900005,-74.09577103599996,05,03,2019,10306
4934460,196763722,05/03/2019,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,S,122,0.0,18-24,M,WHITE,954801.0,148466.0,40.57414012800007,-74.10600776499997,05,03,2019,10306
4934476,196762206,05/03/2019,209.0,"BURGLARS TOOLS,UNCLASSIFIED",231.0,BURGLAR'S TOOLS,PL 1403500,M,S,123,0.0,25-44,M,BLACK,914928.0,125757.0,40.51158633800003,-74.24930372699998,05,03,2019,10307
4934542,196729701,05/03/2019,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,S,122,0.0,25-44,M,WHITE,960294.0,160008.0,40.60583714400008,-74.08627578099998,05,03,2019,10304
4934586,196729700,05/03/2019,568.0,"MARIJUANA, POSSESSION 1, 2 & 3",117.0,DANGEROUS DRUGS,PL 2212500,F,S,120,11.0,18-24,M,BLACK HISPANIC,963315.0,160285.0,40.60660510500002,-74.07539691699995,05,03,2019,10305
4934603,196729699,05/03/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,121,0.0,45-64,M,WHITE,941532.0,168828.0,40.629975597000055,-74.15390032099998,05,03,2019,10303
4934635,196687333,05/02/2019,739.0,"FRAUD,UNCLASSIFIED-FELONY",112.0,THEFT-FRAUD,PL 1753501,F,S,121,0.0,25-44,M,WHITE HISPANIC,942825.0,166367.0,40.623226819000074,-74.14922697299994,05,02,2019,10303
4934648,196682227,05/02/2019,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,S,120,0.0,45-64,M,BLACK,961393.0,167346.0,40.62598133400007,-74.08234272299995,05,02,2019,10301
4934653,196702273,05/02/2019,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,S,120,0.0,18-24,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,05,02,2019,10301
4934707,196711423,05/02/2019,198.0,CRIMINAL CONTEMPT 1,126.0,MISCELLANEOUS PENAL LAW,PL 21551B5,F,S,121,0.0,<18,M,BLACK,939764.0,166130.0,40.62256146200008,-74.16025204599998,05,02,2019,10303
4934741,196697288,05/02/2019,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,S,121,0.0,25-44,F,WHITE,942860.0,169157.0,40.63088493600002,-74.14911800199997,05,02,2019,10303
4934766,196689696,05/02/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511002,M,S,122,0.0,45-64,M,WHITE,955446.0,149329.0,40.576511011000036,-74.10368966599998,05,02,2019,10306
4934810,196702272,05/02/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,18-24,M,WHITE HISPANIC,937325.0,151467.0,40.582301992000055,-74.16893609499994,05,02,2019,10314
4934827,196708323,05/02/2019,490.0,"STOLEN PROPERTY 3,POSSESSION",232.0,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,S,120,0.0,18-24,M,BLACK HISPANIC,960589.0,165119.0,40.61986657400007,-74.085231288,05,02,2019,10304
4934852,196689695,05/02/2019,567.0,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,S,120,0.0,25-44,M,BLACK,951319.0,171306.0,40.63681896700007,-74.11865312699997,05,02,2019,10310
4934855,196687332,05/02/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,120,0.0,25-44,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,05,02,2019,10301
4934856,196687331,05/02/2019,639.0,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,S,121,0.0,45-64,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,05,02,2019,10303
4934905,196723315,05/02/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200000,M,S,122,0.0,25-44,M,WHITE,942396.0,144992.0,40.56455480200003,-74.15063994199994,05,02,2019,10306
4934931,196723526,05/02/2019,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,S,120,0.0,45-64,M,BLACK HISPANIC,963272.0,164619.0,40.61850093800007,-74.07556524199998,05,02,2019,10305
4934938,196723669,05/02/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL1192U1C,M,S,121,0.0,45-64,M,WHITE HISPANIC,946352.0,170050.0,40.63335165800004,-74.13654234199998,05,02,2019,10310
4934988,196702271,05/02/2019,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,S,120,0.0,18-24,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,05,02,2019,10301
4935004,196678146,05/02/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,122,0.0,25-44,M,WHITE,962746.0,155445.0,40.59331892500006,-74.07743070799995,05,02,2019,10305
4935171,196674064,05/02/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,121,0.0,25-44,M,BLACK,939164.0,166080.0,40.62242118900008,-74.16241306999996,05,02,2019,10303
4935246,196687330,05/02/2019,114.0,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 121110A,M,S,121,0.0,25-44,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,05,02,2019,10303
4935392,196716943,05/02/2019,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,120,0.0,25-44,F,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,05,02,2019,10301
4935410,196725144,05/02/2019,707.0,"IMPERSONATION 2, PUBLIC SERVAN",340.0,FRAUDS,PL 1902300,M,S,120,0.0,25-44,M,BLACK,963213.0,173538.0,40.64298156500007,-74.07580556499995,05,02,2019,10301
4935421,196697286,05/02/2019,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,S,121,0.0,25-44,F,WHITE,942860.0,169157.0,40.63088493600002,-74.14911800199997,05,02,2019,10303
4935446,196697287,05/02/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,120,0.0,25-44,M,BLACK,961833.0,166710.0,40.62423677200008,-74.08075553299993,05,02,2019,10305
4935483,196719297,05/02/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,S,122,4.0,25-44,M,BLACK HISPANIC,966300.0,157946.0,40.60019157700003,-74.06464050099999,05,02,2019,10305
4935495,196678707,05/02/2019,847.0,"NY STATE LAWS,UNCLASSIFIED FEL",125.0,NYS LAWS-UNCLASSIFIED FELONY,VTL05110E1,F,S,122,0.0,25-44,F,WHITE,942389.0,140403.0,40.55195886100006,-74.15063673299994,05,02,2019,10308
4935581,196670690,05/01/2019,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,S,120,0.0,25-44,M,WHITE HISPANIC,963769.0,166555.0,40.623816017000024,-74.07378089799995,05,01,2019,10305
4935599,196645001,05/01/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,122,0.0,25-44,M,WHITE,943000.0,135070.0,40.53732366500003,-74.14840556299998,05,01,2019,10308
4935618,196625755,05/01/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0.0,25-44,M,BLACK HISPANIC,945207.0,170710.0,40.635158242000045,-74.14067141899994,05,01,2019,10303
4935619,196626462,05/01/2019,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,121,0.0,18-24,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,05,01,2019,10303
4935621,196661365,05/01/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,S,120,0.0,25-44,M,WHITE HISPANIC,962822.0,174282.0,40.645022746000045,-74.077216847,05,01,2019,10301
4935638,196673294,05/01/2019,750.0,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,S,120,0.0,18-24,M,BLACK,963248.0,173085.0,40.641738260000075,-74.075678037,05,01,2019,10301
4935698,196634979,05/01/2019,569.0,"MARIJUANA, SALE 4 & 5",235.0,DANGEROUS DRUGS,PL 2214000,M,S,121,0.0,25-44,F,WHITE HISPANIC,947659.0,171770.0,40.63807818300006,-74.13184274799994,05,01,2019,10310
4935716,196629819,05/01/2019,748.0,"CONTEMPT,CRIMINAL",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,S,120,0.0,45-64,F,WHITE,961833.0,166710.0,40.62423677200008,-74.08075553299993,05,01,2019,10305
4935719,196673292,05/01/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200000,M,S,122,0.0,45-64,F,WHITE HISPANIC,951326.0,142592.0,40.55800492400005,-74.11848796199997,05,01,2019,10306
4935750,196667009,05/01/2019,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,S,121,0.0,18-24,M,BLACK,947282.0,171822.0,40.63821934600002,-74.13320140199994,05,01,2019,10310
4935751,196667010,05/01/2019,114.0,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,S,120,0.0,45-64,M,BLACK,952388.0,171081.0,40.63620530100008,-74.11480041999994,05,01,2019,10302
4935785,196644997,05/01/2019,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,S,120,0.0,45-64,M,BLACK HISPANIC,962822.0,174282.0,40.645022746000045,-74.077216847,05,01,2019,10301
4935871,196639612,05/01/2019,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,S,120,0.0,25-44,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,05,01,2019,10301
4935899,196637056,05/01/2019,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,S,121,0.0,25-44,M,BLACK,947659.0,171770.0,40.63807818300006,-74.13184274799994,05,01,2019,10310
4935900,196634980,05/01/2019,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,S,121,0.0,25-44,M,BLACK,947659.0,171770.0,40.63807818300006,-74.13184274799994,05,01,2019,10310
4935902,196644996,05/01/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,121,0.0,25-44,F,BLACK,947659.0,171770.0,40.63807818300006,-74.13184274799994,05,01,2019,10310
4935908,196642008,05/01/2019,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,S,120,0.0,25-44,F,WHITE,960349.0,163538.0,40.61552641500003,-74.08609019999993,05,01,2019,10304
4935911,196639611,05/01/2019,203.0,"TRESPASS 3, CRIMINAL",352.0,CRIMINAL TRESPASS,PL 140100E,M,S,120,0.0,45-64,M,BLACK HISPANIC,951457.0,170458.0,40.63449190100005,-74.118151787,05,01,2019,10310
4935927,196633347,05/01/2019,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,S,121,0.0,25-44,F,BLACK,947659.0,171770.0,40.63807818300006,-74.13184274799994,05,01,2019,10310
4935954,196634978,05/01/2019,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,S,121,0.0,25-44,M,BLACK,947659.0,171770.0,40.63807818300006,-74.13184274799994,05,01,2019,10310
4935957,196650142,05/01/2019,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,S,121,0.0,18-24,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,05,01,2019,10303
4935969,196637055,05/01/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,121,0.0,45-64,M,BLACK HISPANIC,947659.0,171770.0,40.63807818300006,-74.13184274799994,05,01,2019,10310
4935987,196644999,05/01/2019,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,S,122,0.0,25-44,M,WHITE,943000.0,135070.0,40.53732366500003,-74.14840556299998,05,01,2019,10308
4935988,196644995,05/01/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,45-64,M,WHITE,942825.0,166367.0,40.623226819000074,-74.14922697299994,05,01,2019,10303
4935993,196642007,05/01/2019,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,S,120,0.0,25-44,M,BLACK,960349.0,163538.0,40.61552641500003,-74.08609019999993,05,01,2019,10304
4935994,196642006,05/01/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,121,0.0,45-64,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,05,01,2019,10303
4936016,196655636,05/01/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,S,122,4.0,45-64,M,WHITE,954827.0,148519.0,40.57428568800003,-74.10591440499995,05,01,2019,10306
4936037,196647337,05/01/2019,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,S,120,0.0,25-44,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,05,01,2019,10301
4936089,196673293,05/01/2019,750.0,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,S,120,0.0,18-24,M,BLACK,963248.0,173085.0,40.641738260000075,-74.075678037,05,01,2019,10301
4936096,196658754,05/01/2019,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,S,120,0.0,25-44,M,WHITE HISPANIC,962626.0,167694.0,40.62693961600007,-74.07790201599995,05,01,2019,10305
4936152,196637057,05/01/2019,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,S,121,0.0,25-44,F,WHITE HISPANIC,947659.0,171770.0,40.63807818300006,-74.13184274799994,05,01,2019,10310
4936156,196647338,05/01/2019,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,S,120,0.0,25-44,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,05,01,2019,10301
4936162,196645000,05/01/2019,490.0,"STOLEN PROPERTY 3,POSSESSION",232.0,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,S,122,0.0,45-64,M,WHITE HISPANIC,951059.0,148772.0,40.57496681700008,-74.11947917199996,05,01,2019,10306
4936208,196644998,05/01/2019,490.0,"STOLEN PROPERTY 3,POSSESSION",232.0,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,S,122,0.0,45-64,M,WHITE HISPANIC,951059.0,148772.0,40.57496681700008,-74.11947917199996,05,01,2019,10306
4936354,196599219,04/30/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1201001,F,S,120,0.0,45-64,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,04,30,2019,10301
4936359,196614431,04/30/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,45-64,M,BLACK,938676.0,153149.0,40.58692579000007,-74.16408371599994,04,30,2019,10314
4936381,196601991,04/30/2019,639.0,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,S,120,0.0,<18,M,WHITE,962822.0,174282.0,40.645022746000045,-74.077216847,04,30,2019,10301
4936413,196619774,04/30/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,45-64,F,WHITE,942825.0,166367.0,40.623226819000074,-74.14922697299994,04,30,2019,10303
4936439,196604617,04/30/2019,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,S,120,0.0,18-24,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,04,30,2019,10301
4936476,196593747,04/30/2019,114.0,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,S,122,0.0,25-44,F,WHITE,954801.0,148466.0,40.57414012800007,-74.10600776499997,04,30,2019,10306
4936488,196596630,04/30/2019,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,S,120,0.0,65+,M,WHITE,962951.0,172727.0,40.64075491800003,-74.07674708799993,04,30,2019,10301
4936498,196599220,04/30/2019,117.0,RECKLESS ENDANGERMENT 1,126.0,MISCELLANEOUS PENAL LAW,PL 1202500,F,S,120,0.0,45-64,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,04,30,2019,10301
4936514,196625252,04/30/2019,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,S,120,0.0,18-24,M,BLACK,951912.0,169099.0,40.630763410000036,-74.11650595099997,04,30,2019,10310
4936549,196604618,04/30/2019,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,S,120,0.0,25-44,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,04,30,2019,10301
